id,year,location,latitude,longitude,site,level,transect,kelp_density,genus_species,total_length,abundance,source
2011-SCI_CAVERN_POINT_E-INMID-MID-3,Winter 2011 - 2012,SCI,34.054283,-119.566867,INMID,MID,3,ND,Brachyistius frenatus,11.5,3,PISCO
2011-SCI_CAVERN_POINT_E-INNER-BOT-1,Winter 2011 - 2012,SCI,34.054283,-119.566867,INNER,BOT,1,ND,Brachyistius frenatus,8,1,PISCO
2011-SCI_CAVERN_POINT_E-INNER-CAN-1,Winter 2011 - 2012,SCI,34.054283,-119.566867,INNER,CAN,1,ND,Brachyistius frenatus,9,27,PISCO
2011-SCI_CAVERN_POINT_E-INNER-MID-1,Winter 2011 - 2012,SCI,34.054283,-119.566867,INNER,MID,1,ND,Brachyistius frenatus,8,1,PISCO
2011-SCI_CAVERN_POINT_E-INNER-MID-1,Winter 2011 - 2012,SCI,34.054283,-119.566867,INNER,MID,1,ND,Brachyistius frenatus,9,4,PISCO
2011-SCI_CAVERN_POINT_E-INNER-MID-1,Winter 2011 - 2012,SCI,34.054283,-119.566867,INNER,MID,1,ND,Brachyistius frenatus,11,1,PISCO
2011-SCI_CAVERN_POINT_E-OUTER-MID-3,Winter 2011 - 2012,SCI,34.054283,-119.566867,OUTER,MID,3,ND,Brachyistius frenatus,8,1,PISCO
2011-SCI_CAVERN_POINT_E-OUTER-MID-3,Winter 2011 - 2012,SCI,34.054283,-119.566867,OUTER,MID,3,ND,Brachyistius frenatus,9,3,PISCO
2011-SCI_CAVERN_POINT_E-OUTER-MID-3,Winter 2011 - 2012,SCI,34.054283,-119.566867,OUTER,MID,3,ND,Brachyistius frenatus,12,1,PISCO
2011-SCI_CAVERN_POINT_E-OUTMID-CAN-1,Winter 2011 - 2012,SCI,34.054283,-119.566867,OUTMID,CAN,1,ND,Brachyistius frenatus,14,1,PISCO
2011-SCI_CAVERN_POINT_E-OUTMID-CAN-3,Winter 2011 - 2012,SCI,34.054283,-119.566867,OUTMID,CAN,3,ND,Brachyistius frenatus,7,1,PISCO
2011-SCI_CAVERN_POINT_E-OUTMID-CAN-3,Winter 2011 - 2012,SCI,34.054283,-119.566867,OUTMID,CAN,3,ND,Brachyistius frenatus,8,1,PISCO
2011-SCI_CAVERN_POINT_E-OUTMID-CAN-3,Winter 2011 - 2012,SCI,34.054283,-119.566867,OUTMID,CAN,3,ND,Brachyistius frenatus,9,17,PISCO
2011-SCI_CAVERN_POINT_E-OUTMID-MID-3,Winter 2011 - 2012,SCI,34.054283,-119.566867,OUTMID,MID,3,ND,Brachyistius frenatus,13,1,PISCO
2013-SCI_CAVERN_POINT_E-INMID-BOT-2,Winter 2013 - 2014,SCI,34.054283,-119.566867,INMID,BOT,2,ND,Brachyistius frenatus,14,1,PISCO
2013-SCI_CAVERN_POINT_E-INMID-CAN-1,Winter 2013 - 2014,SCI,34.054283,-119.566867,INMID,CAN,1,ND,Brachyistius frenatus,10,2,PISCO
2013-SCI_CAVERN_POINT_E-INMID-CAN-2,Winter 2013 - 2014,SCI,34.054283,-119.566867,INMID,CAN,2,ND,Brachyistius frenatus,8,1,PISCO
2013-SCI_CAVERN_POINT_E-INMID-CAN-2,Winter 2013 - 2014,SCI,34.054283,-119.566867,INMID,CAN,2,ND,Brachyistius frenatus,9,1,PISCO
2013-SCI_CAVERN_POINT_E-INMID-CAN-2,Winter 2013 - 2014,SCI,34.054283,-119.566867,INMID,CAN,2,ND,Brachyistius frenatus,10,3,PISCO
2013-SCI_CAVERN_POINT_E-INMID-CAN-3,Winter 2013 - 2014,SCI,34.054283,-119.566867,INMID,CAN,3,ND,Brachyistius frenatus,13,1,PISCO
2013-SCI_CAVERN_POINT_E-INMID-MID-1,Winter 2013 - 2014,SCI,34.054283,-119.566867,INMID,MID,1,ND,Brachyistius frenatus,8,1,PISCO
2013-SCI_CAVERN_POINT_E-INMID-MID-1,Winter 2013 - 2014,SCI,34.054283,-119.566867,INMID,MID,1,ND,Brachyistius frenatus,12,1,PISCO
2013-SCI_CAVERN_POINT_E-INMID-MID-2,Winter 2013 - 2014,SCI,34.054283,-119.566867,INMID,MID,2,ND,Brachyistius frenatus,8,3,PISCO
2013-SCI_CAVERN_POINT_E-INMID-MID-2,Winter 2013 - 2014,SCI,34.054283,-119.566867,INMID,MID,2,ND,Brachyistius frenatus,11,2,PISCO
2013-SCI_CAVERN_POINT_E-INMID-MID-2,Winter 2013 - 2014,SCI,34.054283,-119.566867,INMID,MID,2,ND,Brachyistius frenatus,13,1,PISCO
2013-SCI_CAVERN_POINT_E-INMID-MID-2,Winter 2013 - 2014,SCI,34.054283,-119.566867,INMID,MID,2,ND,Brachyistius frenatus,14,1,PISCO
2013-SCI_CAVERN_POINT_E-INMID-MID-3,Winter 2013 - 2014,SCI,34.054283,-119.566867,INMID,MID,3,ND,Brachyistius frenatus,5,1,PISCO
2013-SCI_CAVERN_POINT_E-INMID-MID-3,Winter 2013 - 2014,SCI,34.054283,-119.566867,INMID,MID,3,ND,Brachyistius frenatus,7,4,PISCO
2013-SCI_CAVERN_POINT_E-INMID-MID-3,Winter 2013 - 2014,SCI,34.054283,-119.566867,INMID,MID,3,ND,Brachyistius frenatus,9,1,PISCO
2013-SCI_CAVERN_POINT_E-INMID-MID-3,Winter 2013 - 2014,SCI,34.054283,-119.566867,INMID,MID,3,ND,Brachyistius frenatus,10,2,PISCO
2013-SCI_CAVERN_POINT_E-INNER-BOT-2,Winter 2013 - 2014,SCI,34.054283,-119.566867,INNER,BOT,2,ND,Brachyistius frenatus,8,2,PISCO
2013-SCI_CAVERN_POINT_E-INNER-BOT-3,Winter 2013 - 2014,SCI,34.054283,-119.566867,INNER,BOT,3,ND,Brachyistius frenatus,8,1,PISCO
2013-SCI_CAVERN_POINT_E-INNER-CAN-1,Winter 2013 - 2014,SCI,34.054283,-119.566867,INNER,CAN,1,ND,Brachyistius frenatus,12,1,PISCO
2013-SCI_CAVERN_POINT_E-INNER-CAN-1,Winter 2013 - 2014,SCI,34.054283,-119.566867,INNER,CAN,1,ND,Brachyistius frenatus,15,1,PISCO
2013-SCI_CAVERN_POINT_E-INNER-CAN-2,Winter 2013 - 2014,SCI,34.054283,-119.566867,INNER,CAN,2,ND,Brachyistius frenatus,8,2,PISCO
2013-SCI_CAVERN_POINT_E-INNER-CAN-2,Winter 2013 - 2014,SCI,34.054283,-119.566867,INNER,CAN,2,ND,Brachyistius frenatus,13,1,PISCO
2013-SCI_CAVERN_POINT_E-INNER-CAN-2,Winter 2013 - 2014,SCI,34.054283,-119.566867,INNER,CAN,2,ND,Brachyistius frenatus,15,1,PISCO
2013-SCI_CAVERN_POINT_E-INNER-CAN-3,Winter 2013 - 2014,SCI,34.054283,-119.566867,INNER,CAN,3,ND,Brachyistius frenatus,8,2,PISCO
2013-SCI_CAVERN_POINT_E-INNER-MID-1,Winter 2013 - 2014,SCI,34.054283,-119.566867,INNER,MID,1,ND,Brachyistius frenatus,15,1,PISCO
2013-SCI_CAVERN_POINT_E-INNER-MID-2,Winter 2013 - 2014,SCI,34.054283,-119.566867,INNER,MID,2,ND,Brachyistius frenatus,10,4,PISCO
2013-SCI_CAVERN_POINT_E-INNER-MID-2,Winter 2013 - 2014,SCI,34.054283,-119.566867,INNER,MID,2,ND,Brachyistius frenatus,11,1,PISCO
2013-SCI_CAVERN_POINT_E-INNER-MID-2,Winter 2013 - 2014,SCI,34.054283,-119.566867,INNER,MID,2,ND,Brachyistius frenatus,14,3,PISCO
2013-SCI_CAVERN_POINT_E-INNER-MID-2,Winter 2013 - 2014,SCI,34.054283,-119.566867,INNER,MID,2,ND,Brachyistius frenatus,16,5,PISCO
2013-SCI_CAVERN_POINT_E-INNER-MID-3,Winter 2013 - 2014,SCI,34.054283,-119.566867,INNER,MID,3,ND,Brachyistius frenatus,10,2,PISCO
2013-SCI_CAVERN_POINT_E-INNER-MID-3,Winter 2013 - 2014,SCI,34.054283,-119.566867,INNER,MID,3,ND,Brachyistius frenatus,11,1,PISCO
2013-SCI_CAVERN_POINT_E-INNER-MID-3,Winter 2013 - 2014,SCI,34.054283,-119.566867,INNER,MID,3,ND,Brachyistius frenatus,14,1,PISCO
2013-SCI_CAVERN_POINT_E-OUTER-MID-1,Winter 2013 - 2014,SCI,34.054283,-119.566867,OUTER,MID,1,ND,Brachyistius frenatus,8,2,PISCO
2013-SCI_CAVERN_POINT_E-OUTER-MID-1,Winter 2013 - 2014,SCI,34.054283,-119.566867,OUTER,MID,1,ND,Brachyistius frenatus,9,2,PISCO
2013-SCI_CAVERN_POINT_E-OUTER-MID-1,Winter 2013 - 2014,SCI,34.054283,-119.566867,OUTER,MID,1,ND,Brachyistius frenatus,10,2,PISCO
2013-SCI_CAVERN_POINT_E-OUTER-MID-1,Winter 2013 - 2014,SCI,34.054283,-119.566867,OUTER,MID,1,ND,Brachyistius frenatus,11,2,PISCO
2013-SCI_CAVERN_POINT_E-OUTMID-CAN-1,Winter 2013 - 2014,SCI,34.054283,-119.566867,OUTMID,CAN,1,ND,Brachyistius frenatus,8,2,PISCO
2013-SCI_CAVERN_POINT_E-OUTMID-CAN-1,Winter 2013 - 2014,SCI,34.054283,-119.566867,OUTMID,CAN,1,ND,Brachyistius frenatus,9,1,PISCO
2013-SCI_CAVERN_POINT_E-OUTMID-CAN-1,Winter 2013 - 2014,SCI,34.054283,-119.566867,OUTMID,CAN,1,ND,Brachyistius frenatus,12,1,PISCO
2013-SCI_CAVERN_POINT_E-OUTMID-MID-1,Winter 2013 - 2014,SCI,34.054283,-119.566867,OUTMID,MID,1,ND,Brachyistius frenatus,8,2,PISCO
2011-CANNERY_DC-INMID-BOT-3,Winter 2011 - 2012,CAN,36.614953,-121.896037,INMID,BOT,3,ND,Brachyistius frenatus,4,2,PISCO
2011-CANNERY_DC-INMID-MID-1,Winter 2011 - 2012,CAN,36.614953,-121.896037,INMID,MID,1,ND,Brachyistius frenatus,12,1,PISCO
2011-CANNERY_DC-INMID-MID-1,Winter 2011 - 2012,CAN,36.614953,-121.896037,INMID,MID,1,ND,Brachyistius frenatus,13,1,PISCO
2011-CANNERY_DC-INMID-MID-3,Winter 2011 - 2012,CAN,36.614953,-121.896037,INMID,MID,3,ND,Brachyistius frenatus,5,2,PISCO
2011-CANNERY_DC-INMID-MID-3,Winter 2011 - 2012,CAN,36.614953,-121.896037,INMID,MID,3,ND,Brachyistius frenatus,7,2,PISCO
2011-CANNERY_DC-INNER-BOT-2,Winter 2011 - 2012,CAN,36.614953,-121.896037,INNER,BOT,2,ND,Brachyistius frenatus,8,1,PISCO
2011-CANNERY_DC-INNER-CAN-1,Winter 2011 - 2012,CAN,36.614953,-121.896037,INNER,CAN,1,ND,Brachyistius frenatus,6,1,PISCO
2011-CANNERY_DC-INNER-CAN-1,Winter 2011 - 2012,CAN,36.614953,-121.896037,INNER,CAN,1,ND,Brachyistius frenatus,12,1,PISCO
2011-CANNERY_DC-INNER-CAN-2,Winter 2011 - 2012,CAN,36.614953,-121.896037,INNER,CAN,2,ND,Brachyistius frenatus,5,8,PISCO
2011-CANNERY_DC-INNER-CAN-2,Winter 2011 - 2012,CAN,36.614953,-121.896037,INNER,CAN,2,ND,Brachyistius frenatus,6,10,PISCO
2011-CANNERY_DC-INNER-CAN-3,Winter 2011 - 2012,CAN,36.614953,-121.896037,INNER,CAN,3,ND,Brachyistius frenatus,8,20,PISCO
2011-CANNERY_DC-INNER-CAN-3,Winter 2011 - 2012,CAN,36.614953,-121.896037,INNER,CAN,3,ND,Brachyistius frenatus,15,14,PISCO
2011-CANNERY_DC-INNER-MID-1,Winter 2011 - 2012,CAN,36.614953,-121.896037,INNER,MID,1,ND,Brachyistius frenatus,7,1,PISCO
2011-CANNERY_DC-INNER-MID-1,Winter 2011 - 2012,CAN,36.614953,-121.896037,INNER,MID,1,ND,Brachyistius frenatus,12,1,PISCO
2011-CANNERY_DC-OUTER-CAN-1,Winter 2011 - 2012,CAN,36.614953,-121.896037,OUTER,CAN,1,ND,Brachyistius frenatus,5,2,PISCO
2011-CANNERY_DC-OUTER-CAN-1,Winter 2011 - 2012,CAN,36.614953,-121.896037,OUTER,CAN,1,ND,Brachyistius frenatus,6,2,PISCO
2011-CANNERY_DC-OUTER-CAN-1,Winter 2011 - 2012,CAN,36.614953,-121.896037,OUTER,CAN,1,ND,Brachyistius frenatus,7,2,PISCO
2011-CANNERY_DC-OUTER-CAN-1,Winter 2011 - 2012,CAN,36.614953,-121.896037,OUTER,CAN,1,ND,Brachyistius frenatus,8,1,PISCO
2011-CANNERY_DC-OUTER-CAN-1,Winter 2011 - 2012,CAN,36.614953,-121.896037,OUTER,CAN,1,ND,Brachyistius frenatus,12,1,PISCO
2011-CANNERY_DC-OUTER-CAN-1,Winter 2011 - 2012,CAN,36.614953,-121.896037,OUTER,CAN,1,ND,Brachyistius frenatus,13,1,PISCO
2011-CANNERY_DC-OUTER-CAN-2,Winter 2011 - 2012,CAN,36.614953,-121.896037,OUTER,CAN,2,ND,Brachyistius frenatus,6,2,PISCO
2011-CANNERY_DC-OUTER-MID-1,Winter 2011 - 2012,CAN,36.614953,-121.896037,OUTER,MID,1,ND,Brachyistius frenatus,5.5,10,PISCO
2011-CANNERY_DC-OUTER-MID-1,Winter 2011 - 2012,CAN,36.614953,-121.896037,OUTER,MID,1,ND,Brachyistius frenatus,6,4,PISCO
2011-CANNERY_DC-OUTER-MID-1,Winter 2011 - 2012,CAN,36.614953,-121.896037,OUTER,MID,1,ND,Brachyistius frenatus,12,1,PISCO
2011-CANNERY_DC-OUTER-MID-2,Winter 2011 - 2012,CAN,36.614953,-121.896037,OUTER,MID,2,ND,Brachyistius frenatus,5,1,PISCO
2011-CANNERY_DC-OUTMID-CAN-1,Winter 2011 - 2012,CAN,36.614953,-121.896037,OUTMID,CAN,1,ND,Brachyistius frenatus,4,1,PISCO
2011-CANNERY_DC-OUTMID-CAN-1,Winter 2011 - 2012,CAN,36.614953,-121.896037,OUTMID,CAN,1,ND,Brachyistius frenatus,4.5,10,PISCO
2011-CANNERY_DC-OUTMID-CAN-1,Winter 2011 - 2012,CAN,36.614953,-121.896037,OUTMID,CAN,1,ND,Brachyistius frenatus,5,2,PISCO
2011-CANNERY_DC-OUTMID-CAN-1,Winter 2011 - 2012,CAN,36.614953,-121.896037,OUTMID,CAN,1,ND,Brachyistius frenatus,6,1,PISCO
2011-CANNERY_DC-OUTMID-CAN-1,Winter 2011 - 2012,CAN,36.614953,-121.896037,OUTMID,CAN,1,ND,Brachyistius frenatus,6,5,PISCO
2011-CANNERY_DC-OUTMID-CAN-1,Winter 2011 - 2012,CAN,36.614953,-121.896037,OUTMID,CAN,1,ND,Brachyistius frenatus,7,2,PISCO
2011-CANNERY_DC-OUTMID-CAN-1,Winter 2011 - 2012,CAN,36.614953,-121.896037,OUTMID,CAN,1,ND,Brachyistius frenatus,14,2,PISCO
2011-CANNERY_DC-OUTMID-CAN-2,Winter 2011 - 2012,CAN,36.614953,-121.896037,OUTMID,CAN,2,ND,Brachyistius frenatus,6,2,PISCO
2011-CANNERY_DC-OUTMID-CAN-2,Winter 2011 - 2012,CAN,36.614953,-121.896037,OUTMID,CAN,2,ND,Brachyistius frenatus,8,1,PISCO
2011-CANNERY_DC-OUTMID-CAN-3,Winter 2011 - 2012,CAN,36.614953,-121.896037,OUTMID,CAN,3,ND,Brachyistius frenatus,6,2,PISCO
2011-CANNERY_DC-OUTMID-CAN-3,Winter 2011 - 2012,CAN,36.614953,-121.896037,OUTMID,CAN,3,ND,Brachyistius frenatus,10,1,PISCO
2011-CANNERY_DC-OUTMID-CAN-3,Winter 2011 - 2012,CAN,36.614953,-121.896037,OUTMID,CAN,3,ND,Brachyistius frenatus,12,1,PISCO
2013-CANNERY_DC-INMID-MID-2,Winter 2013 - 2014,CAN,36.614953,-121.896037,INMID,MID,2,ND,Brachyistius frenatus,7,1,PISCO
2013-CANNERY_DC-INNER-MID-1,Winter 2013 - 2014,CAN,36.614953,-121.896037,INNER,MID,1,ND,Brachyistius frenatus,6,2,PISCO
2013-CANNERY_DC-INNER-MID-1,Winter 2013 - 2014,CAN,36.614953,-121.896037,INNER,MID,1,ND,Brachyistius frenatus,7,2,PISCO
2013-CANNERY_DC-INNER-MID-2,Winter 2013 - 2014,CAN,36.614953,-121.896037,INNER,MID,2,ND,Brachyistius frenatus,6,1,PISCO
2013-CANNERY_DC-INNER-MID-2,Winter 2013 - 2014,CAN,36.614953,-121.896037,INNER,MID,2,ND,Brachyistius frenatus,8,3,PISCO
2013-CANNERY_DC-INNER-MID-2,Winter 2013 - 2014,CAN,36.614953,-121.896037,INNER,MID,2,ND,Brachyistius frenatus,10,5,PISCO
2013-CANNERY_DC-INNER-MID-2,Winter 2013 - 2014,CAN,36.614953,-121.896037,INNER,MID,2,ND,Brachyistius frenatus,12,2,PISCO
2013-CANNERY_DC-OUTER-MID-2,Winter 2013 - 2014,CAN,36.614953,-121.896037,OUTER,MID,2,ND,Brachyistius frenatus,9,1,PISCO
